texto,nota,id,data,sentimento,tiposentimento,domain_id
"Produto muito bom, liga e desliga também pelo app.",5,MLB41045748,2025-07-25T00:00:00,0.4215,Positivo,MLB-DIMMERS
"Ótima qualidade, se destaca bem na casa, com serteza vou comprar mais.",5,MLB41045748,2025-11-09T00:00:00,0.2732,Positivo,MLB-DIMMERS
"Linda,pratica um ar de casa de última geração. Amei.",5,MLB41045748,2025-11-04T00:00:00,0.0,Neutro,MLB-DIMMERS
"O dimmer é amplamente elogiado por sua funcionalidade e integração com assistentes virtuais, permitindo controle remoto eficiente. No geral, o produto é bem avaliado e recomendado por sua qualidade e praticidade.",5,MLB41045748,2025-11-20T00:00:00,0.836,Positivo,MLB-DIMMERS
Acabei de instalar super fácil de instalar tudo certo por enquanto.,5,MLB41045748,2024-11-11T00:00:00,0.836,Positivo,MLB-DIMMERS
Fácil instalação e ótima qualidade.,5,MLB34200986,2025-11-18T00:00:00,0.4404,Positivo,MLB-DIMMERS
Tudo certo recomendo muito bom.,5,MLB34200986,2025-11-19T00:00:00,0.7506,Positivo,MLB-DIMMERS
"Produto muito bom, fácil de instalar e fácil de adaptar no app ekaza.",5,MLB34200986,2025-11-21T00:00:00,0.8225,Positivo,MLB-DIMMERS
"Muito bonita, recomendo.",5,MLB34200986,2025-10-09T00:00:00,0.6908,Positivo,MLB-DIMMERS
"O produto é elogiado por sua fácil instalação e funcionamento perfeito, além de ter um design atraente. A integração com sistemas de automação, como o Home Assistant, é destacada como um ponto positivo.",5,MLB34200986,2025-11-20T00:00:00,0.9201,Positivo,MLB-DIMMERS
"O produto é espetacular. Acabamento muito bonito, fácil instalação. Mas atenção, você precisa de um fio fase e um neutro chegando no interruptor, normalmente nos interruptores só chega fase e retorno.",5,MLB34200986,2025-01-09T00:00:00,-0.6597,Negativo,MLB-DIMMERS
Gostei 👍🏼.,5,MLB55561636,2025-10-14T00:00:00,0.4215,Positivo,MLB-DIMMERS
Gostei muito conectei na alexa.,5,MLB55561636,2025-10-17T00:00:00,0.4215,Positivo,MLB-DIMMERS
"Indico, funciona muito bem instalei na árvore 🌲 de natal e programei para ligar e desligar no horário programado.",5,MLB55561636,2025-11-04T00:00:00,0.128,Positivo,MLB-DIMMERS
Top recomendo.,5,MLB55561636,2025-11-30T00:00:00,0.3612,Positivo,MLB-DIMMERS
"Produto muito bom, superando minhas expectativas, facil e simples de instalar, atende que promete, estou usando com frequência, app bem intuitivo, é melhor, 220v, usei para ligar o led.",5,MLB55561636,2025-11-05T00:00:00,0.9287,Positivo,MLB-DIMMERS
"O produto é elogiado por sua praticidade e facilidade de instalação, sendo ideal para automação de dispositivos. Funciona bem com assistentes virtuais como Alexa, permitindo controle remoto eficiente. Além disso, é considerado de excelente qualidade e atende às expectativas dos usuários.",5,MLB55561636,2025-11-20T00:00:00,0.9477,Positivo,MLB-DIMMERS
Ótimo produto ! excelente qualidade.,5,MLB37086121,2025-10-31T00:00:00,0.784,Positivo,MLB-DIMMERS
Produto atende cumpre o que promete.,4,MLB37086121,2025-11-12T00:00:00,0.4767,Positivo,MLB-DIMMERS
"Ótimo acabamento, touch perfeito. Recomendo.",5,MLB37086121,2025-11-18T00:00:00,0.743,Positivo,MLB-DIMMERS
Show! como sempre!.,5,MLB37086121,2025-09-13T00:00:00,0.0,Neutro,MLB-DIMMERS
Tenho instalado na casa toda!. Facilita e dá praticidade ao dia a dia.,5,MLB37086121,2025-10-03T00:00:00,0.0,Neutro,MLB-DIMMERS
"Produto muito bom, bem acabado.",5,MLB37086121,2025-11-20T00:00:00,0.5994,Positivo,MLB-DIMMERS
"O produto é altamente recomendado por sua praticidade e tecnologia, cumprindo o que promete de forma eficaz. A instalação é considerada fácil, e o dispositivo é funcional, permitindo controlar as luzes remotamente. Além disso, a durabilidade e o bom funcionamento do aplicativo associado são frequentemente elogiados.",5,MLB37086121,2025-11-20T00:00:00,0.9299,Positivo,MLB-DIMMERS
Funciona perfeitamente. Vale lembrar que o dispositivo não pode ficar muito distante do roteador. Principalmente se houver paredes entre eles. O sinal do seu roteador no seu celular não é parâmetro para que o interruptor faça conexão com o roteador.,5,MLB37086121,2025-04-28T00:00:00,-0.2732,Negativo,MLB-DIMMERS
Muito boa.,5,MLB44701229,2025-10-25T00:00:00,0.4404,Positivo,MLB-DIMMERS
Melhor hub.,5,MLB44701229,2025-11-06T00:00:00,0.4404,Positivo,MLB-DIMMERS
Produto muito top ekaza.,5,MLB44701229,2025-11-08T00:00:00,0.0,Neutro,MLB-DIMMERS
Estou testando.,5,MLB44701229,2025-11-24T00:00:00,0.0,Neutro,MLB-DIMMERS
Que produto maravilhoso. Altamente funcional. Quem comprar não irá se arrepender.,5,MLB44701229,2025-11-26T00:00:00,-0.0772,Negativo,MLB-DIMMERS
"Não instalei ainda, mas testei aqui com uma fita led tmb inteligente e funcionou perfeitamente.",5,MLB44701229,2025-10-05T00:00:00,0.8674,Positivo,MLB-DIMMERS
Top excelente essa central de automação com alexa e hub integrado.,5,MLB44701229,2025-10-06T00:00:00,0.6249,Positivo,MLB-DIMMERS
Ficou top e lindo.,5,MLB44701229,2025-07-30T00:00:00,0.0,Neutro,MLB-DIMMERS
"Muito bom o painel, da para controlar todos os equipamentos inteligentes da casa, porém precisam ser da plataforma tuya ou smart life, mas outras plataformas vc consegue controlar pela alexa que já vem instalada. A câmera de segurança para aparecer no display precisa ser compatível com a plataforma tuya. No geral é muito bom, gostei bastante.",5,MLB44701229,2025-10-04T00:00:00,0.9169,Positivo,MLB-DIMMERS
"O painel é altamente funcional e permite controlar todos os equipamentos inteligentes da casa, desde que sejam compatíveis com as plataformas Tuya ou Smart Life. A instalação é fácil e o produto se destaca pela conectividade e integração com a Alexa, além de ter um design atraente que embeleza o ambiente. A central de automação é considerada excelente para quem possui uma casa inteligente, oferecendo um tempo de resposta rápido e eficiente.",5,MLB44701229,2025-11-20T00:00:00,0.9468,Positivo,MLB-DIMMERS
"Top! funciona super bem, mas precisa de fio neutro.",5,MLB44701229,2025-06-22T00:00:00,0.5093,Positivo,MLB-DIMMERS
Funcionou perfeitamente e automação deu certo.,5,MLB43747948,2025-05-12T00:00:00,0.743,Positivo,MLB-DIMMERS
Ótimo e fácil de configurar.,5,MLB43747948,2025-06-05T00:00:00,0.6597,Positivo,MLB-DIMMERS
Top.,5,MLB43747948,2025-08-10T00:00:00,0.0,Neutro,MLB-DIMMERS
Eficiente.,5,MLB43747948,2025-10-02T00:00:00,0.4215,Positivo,MLB-DIMMERS
Conforme descrição.,5,MLB43747948,2025-10-11T00:00:00,0.0,Neutro,MLB-DIMMERS
Amo a nova digital.,5,MLB43747948,2025-11-13T00:00:00,0.0,Neutro,MLB-DIMMERS
Muito nom!.,5,MLB43747948,2025-11-30T00:00:00,0.0,Neutro,MLB-DIMMERS
"O produto é elogiado por sua eficiência e facilidade de configuração. A automação funciona conforme esperado, proporcionando uma experiência satisfatória. Além disso, o desempenho geral é considerado muito bom.",5,MLB43747948,2025-11-20T00:00:00,0.872,Positivo,MLB-DIMMERS
"Produto top top top , amei.",5,MLB57643456,2025-11-05T00:00:00,0.0,Neutro,MLB-DIMMERS
Produto bom porém comprei dois um estava com problema no led.,4,MLB57643456,2025-11-06T00:00:00,0.0258,Neutro,MLB-DIMMERS
"Excelente produto, qualidade inigualável.",5,MLB57643456,2025-11-07T00:00:00,0.6808,Positivo,MLB-DIMMERS
Muito bom material.,5,MLB57643456,2025-11-11T00:00:00,0.4215,Positivo,MLB-DIMMERS
Ótima qualidade.,5,MLB57643456,2025-11-16T00:00:00,0.0,Neutro,MLB-DIMMERS
Muito bom este produto.,5,MLB57643456,2025-10-31T00:00:00,0.4215,Positivo,MLB-DIMMERS
"O produto é altamente recomendado, destacandose pela sua funcionalidade e eficiência. A integração com sistemas como Alexa e Tuya é um ponto positivo. Além disso, a capacidade de 10A é adequada para diversas aplicações.",5,MLB57643456,2025-11-20T00:00:00,0.7645,Positivo,MLB-DIMMERS
Ótimo indico.,5,MLB57643456,2025-11-27T00:00:00,0.3612,Positivo,MLB-DIMMERS
"O interruptor é elogiado pela facilidade de instalação e pela praticidade na automação residencial, sendo ideal para espaços reduzidos. A qualidade do produto é destacada, com boa conectividade e compatibilidade com assistentes de voz, tornandoo uma escolha popular para tornar a casa inteligente. Além disso, é versátil e atende bem a diversas necessidades de automação, como iluminação e controle de dispositivos à distância.",5,MLB42818832,2025-11-20T00:00:00,0.9337,Positivo,MLB-DIMMERS
"O produto é ótimo, atendeu perfeitamente minhas necessidades, além do mais com um valor excelente se comparado a outras marcas. Única coisa que achei um pouco complicado foi o manual de instalação, tendo em vista que não sou profissional da área, no entanto, assiti um vídeo no youtube e me ajudou muito com a instalação, outro ponto é que pude usar o mesmo aplicativo que já tinha de outra marca. Recomendo. Produto top.",5,MLB42818832,2024-06-09T00:00:00,0.9169,Positivo,MLB-DIMMERS
Qualidade top.,5,MLB40556480,2025-12-01T00:00:00,0.0,Neutro,MLB-DIMMERS
Ótima qualidade.,5,MLB40556480,2025-09-24T00:00:00,0.0,Neutro,MLB-DIMMERS
Ótimo! excelente custo benefício.,5,MLB40556480,2025-10-21T00:00:00,0.784,Positivo,MLB-DIMMERS
Qualidade boa.,5,MLB40556480,2024-11-18T00:00:00,0.4404,Positivo,MLB-DIMMERS
"O interruptor é elogiado pelo design moderno e acabamento elegante, além de ser fácil de instalar e usar. A funcionalidade de pareamento e controle remoto via aplicativo é destacada como um ponto positivo, permitindo ligar e desligar de qualquer lugar. A versão Zigbee é considerada superior para integração em sistemas de automação residencial, proporcionando uma experiência mais prática e sem sobrecarregar o roteador.",5,MLB40556480,2025-11-20T00:00:00,0.9246,Positivo,MLB-DIMMERS
É o terceiro que eu compro da nova digital.,5,MLB40556480,2025-06-08T00:00:00,0.0,Neutro,MLB-DIMMERS
Recomendo.,5,MLB41368762,2025-09-22T00:00:00,0.3612,Positivo,MLB-DIMMERS
Ainda não testei mas o acabamento do produto é ótimo.,5,MLB41368762,2025-09-24T00:00:00,0.3919,Positivo,MLB-DIMMERS
Produto com ótimo acabamento e designer.,5,MLB41368762,2025-10-02T00:00:00,0.3612,Positivo,MLB-DIMMERS
Bom.,4,MLB41368762,2025-10-03T00:00:00,0.4215,Positivo,MLB-DIMMERS
Funciona perfeitamente.,5,MLB41368762,2025-10-07T00:00:00,0.6369,Positivo,MLB-DIMMERS
Produto excelente.,5,MLB41368762,2025-10-09T00:00:00,0.6249,Positivo,MLB-DIMMERS
Uso bastante. Gosto do produto e funciona bem.,5,MLB41368762,2025-10-15T00:00:00,0.5859,Positivo,MLB-DIMMERS
Produto de excelente qualidade e preco.,5,MLB41368762,2025-10-29T00:00:00,0.6249,Positivo,MLB-DIMMERS
Ótimo custo-benefício.,4,MLB41368762,2025-11-16T00:00:00,0.3612,Positivo,MLB-DIMMERS
Muito bom.,4,MLB41368762,2025-11-25T00:00:00,0.4215,Positivo,MLB-DIMMERS
"O produto é elogiado pela sua excelente qualidade e preço acessível. Funciona perfeitamente e é considerado estiloso e chique. Além disso, é bastante utilizado e cumpre bem sua função.",5,MLB41368762,2025-11-20T00:00:00,0.9493,Positivo,MLB-DIMMERS
Muito estiloso e chique.,5,MLB41368762,2025-10-07T00:00:00,0.2732,Positivo,MLB-DIMMERS
"Deu super certo, eu mesmo instalei com alguns tutoriais, comando de voz muito bom, controle nunca mais kkkk.",5,MLB39359628,2025-11-10T00:00:00,0.8316,Positivo,MLB-DIMMERS
"Muito top, bem compacto, rapida configuração.",5,MLB39359628,2025-11-23T00:00:00,0.2732,Positivo,MLB-DIMMERS
"Produto muito bom ja fiz o teste, funcionou perfeitamente no portão elétrico.",5,MLB39359628,2025-11-24T00:00:00,0.7906,Positivo,MLB-DIMMERS
Conforme o anúncio.,5,MLB39359628,2025-10-10T00:00:00,0.0,Neutro,MLB-DIMMERS
"Ja testei, agora só instalar no portao.",5,MLB39359628,2025-10-15T00:00:00,0.0,Neutro,MLB-DIMMERS
"Agora, da rua, sei se o portão está abrindo ou fechando. Controlo pelo celular a abertura e fechamento do portão. O módulo tem muita qualidade no material, compacto e fácil instalação. Recomendo.",5,MLB39359628,2025-10-17T00:00:00,0.7783,Positivo,MLB-DIMMERS
Funcionando perfeitamente veio tudo certinho. Muito prático e funcional.,5,MLB39359628,2025-10-18T00:00:00,0.6369,Positivo,MLB-DIMMERS
"Excelente produto , resposta rápida e proteção contra abertura.",5,MLB39359628,2025-11-06T00:00:00,0.7579,Positivo,MLB-DIMMERS
"Recomendo, fácil instalação e manuseio. Funcionou perfeitamente no motor garen com placa da action. Recomendo fazer a configuração no wi-fi antes de instalar no motor.",5,MLB39359628,2025-06-30T00:00:00,0.9022,Positivo,MLB-DIMMERS
"O dimmer destacase pela fácil instalação e funcionamento perfeito, com configuração rápida e compacta. É elogiado pela praticidade e segurança, além de oferecer automação eficiente para portões, incluindo notificações via aplicativo. A compatibilidade com assistentes de voz e a boa relação custobenefício são também pontos positivos mencionados.",5,MLB39359628,2025-11-20T00:00:00,0.967,Positivo,MLB-DIMMERS
"Bem compacto e já vem com sensor magnético, atende bem.",4,MLB39359628,2025-01-13T00:00:00,0.4939,Positivo,MLB-DIMMERS
"O interruptor é elogiado por seu design moderno e acabamento elegante, que contribuem para um ambiente mais sofisticado. A instalação é considerada fácil e a funcionalidade de paralelo virtual é destacada como um diferencial prático. Além disso, a integração com outros dispositivos ZigBee é vista como um ponto positivo, proporcionando uma experiência de uso satisfatória.",5,MLB35221307,2025-11-20T00:00:00,0.926,Positivo,MLB-DIMMERS
"Ótimo produto, fácil instalação, resposta rápida na execução de comandos.",5,MLB35221307,2024-05-30T00:00:00,0.6597,Positivo,MLB-DIMMERS
"Excelente, funcionando perfeitamente, integrado com comando de voz alexa, plataformas tuya e tuya zigbee 3. 0!!!.",5,MLB42996179,2025-09-06T00:00:00,0.88,Positivo,MLB-DIMMERS
Amei.,5,MLB42996179,2025-02-27T00:00:00,0.0,Neutro,MLB-DIMMERS
Fácil instalação e bastante funcional. Reconhece os equipamentos facilmente.,5,MLB42996179,2025-06-20T00:00:00,0.6486,Positivo,MLB-DIMMERS
"O produto é elogiado por sua facilidade de instalação, design minimalista e boa performance, além de integrarse bem com assistentes virtuais como Alexa. O display é considerado bonito e o painel oferece praticidade e automação para o ambiente doméstico.",5,MLB42996179,2025-11-20T00:00:00,0.9062,Positivo,MLB-DIMMERS
Eu achei maravilhoso melhor aquisição que fiz produto top top de linha.,5,MLB42996179,2024-10-24T00:00:00,0.765,Positivo,MLB-DIMMERS
"Caracas cheguei muito rápido, parabéns pelo profissionalismo , vou instalar rapido.",5,MLB57536870,2025-11-26T00:00:00,0.7579,Positivo,MLB-DIMMERS
"Perfeito, é simples de instalar e configurar, porém por depender do neutro e quase toda cada o neutro fica só no teto, tem que puxar fio.",5,MLB57536870,2025-11-27T00:00:00,0.3182,Positivo,MLB-DIMMERS
"Tudo ok, funcionando perfeitamente.",5,MLB57536870,2025-12-01T00:00:00,0.7269,Positivo,MLB-DIMMERS
"Sou apaixonada por esses interruptores, vieram como anunciado, protegidos e embalados.",5,MLB57536870,2025-12-01T00:00:00,-0.3182,Negativo,MLB-DIMMERS
"O produto é amplamente elogiado pela sua excelente qualidade, design moderno e facilidade de uso, além de ser compatível com assistentes de voz como Alexa e Google. A funcionalidade via aplicativo é destacada, permitindo controle remoto eficiente das luzes da casa.",5,MLB57536870,2025-11-20T00:00:00,0.9118,Positivo,MLB-DIMMERS
Otimo produto amei!!!! boa qualidade.,5,MLB57536870,2024-02-07T00:00:00,0.7627,Positivo,MLB-DIMMERS
"O produto é elogiado por seu design atraente e funcionalidade eficiente, integrandose bem com sistemas de automação. A qualidade é destacada, atendendo às expectativas, especialmente em ambientes como a cozinha e a sala.",5,MLB45004260,2025-11-20T00:00:00,0.7506,Positivo,MLB-DIMMERS
"É bonito, mas quando comprei nao ficou muito claro que tinha uma base branca atrás.",5,MLB45004260,2025-08-22T00:00:00,0.4019,Positivo,MLB-DIMMERS
"Até agora está funcionando muito bem. Só coube na caixa tomada como fala, mais eu cavei mais um pouco e deu.",5,MLB36204838,2025-11-20T00:00:00,0.2732,Positivo,MLB-DIMMERS
Gostamos sim!.,5,MLB36204838,2025-11-22T00:00:00,0.0,Neutro,MLB-DIMMERS
"Ótimo produto, recomendo ao ml.",5,MLB36204838,2025-11-25T00:00:00,0.6124,Positivo,MLB-DIMMERS
Muito bom vale muito a pena.,5,MLB36204838,2025-11-28T00:00:00,0.1531,Positivo,MLB-DIMMERS
O relê já foi instalado na tomada. Até agora esta atendendo oq promete.,5,MLB36204838,2025-11-29T00:00:00,0.2732,Positivo,MLB-DIMMERS
Perfeito tudo certinho só não usei ainda.,5,MLB36204838,2025-11-17T00:00:00,0.0258,Neutro,MLB-DIMMERS
"O interruptor relé é elogiado pela fácil instalação e funcionamento perfeito, além de ser compatível com assistentes como Google e Alexa. A conectividade WiFi e BLE é destacada por facilitar a configuração, e o tamanho reduzido permite uma instalação discreta.",5,MLB36204838,2025-11-20T00:00:00,0.836,Positivo,MLB-DIMMERS
"Fácil instalação. E também mesmo aparecendo não suportado no home assistant, ele conectou com a integração natural do tuya via hacs.",5,MLB36204838,2025-01-08T00:00:00,0.4939,Positivo,MLB-DIMMERS
"Produto caro, porém muito elegante e funcional.",5,MLB53488936,2025-10-02T00:00:00,0.6908,Positivo,MLB-DIMMERS
Tela bem legal.,5,MLB53488936,2025-10-09T00:00:00,0.3818,Positivo,MLB-DIMMERS
"O tamanho é muito bom, adorei.",5,MLB53488936,2025-10-19T00:00:00,0.4215,Positivo,MLB-DIMMERS
"Produto funciona bem como alexa, monitor de câmeras, gateway zigbee e controlador de dispositivos tuya.",5,MLB53488936,2025-10-26T00:00:00,0.2732,Positivo,MLB-DIMMERS
"Não testei ainda, mas material e acabamento do produto é excelente!.",5,MLB53488936,2025-11-06T00:00:00,-0.2244,Negativo,MLB-DIMMERS
Produto top.,5,MLB53488936,2025-11-23T00:00:00,0.0,Neutro,MLB-DIMMERS
"O produto é elogiado pelo excelente material e acabamento, além de ser sofisticado e esteticamente agradável para qualquer ambiente. Além disso, o funcionamento é destacado como perfeito e funcional.",5,MLB53488936,2025-11-20T00:00:00,0.9538,Positivo,MLB-DIMMERS
Muito bem construído. Lembra bastante a linha da zemmismart. Com acabamento em vidro e total compatibilidade no home assistant usando o zigbee2mqtt.,5,MLB31746661,2024-03-25T00:00:00,0.2732,Positivo,MLB-DIMMERS
Precisa de hub para funcionar.,4,MLB31746661,2025-03-12T00:00:00,-0.1531,Negativo,MLB-DIMMERS
Atendeu todas as expectativas da descrição!.,5,MLB31746661,2025-03-21T00:00:00,0.0,Neutro,MLB-DIMMERS
Produto de ótima qualidade.,5,MLB31746661,2025-09-04T00:00:00,0.0,Neutro,MLB-DIMMERS
Ok.,5,MLB31746661,2025-10-03T00:00:00,0.2263,Positivo,MLB-DIMMERS
"Produto top demais, já vou comprar. Outros.",5,MLB31746661,2025-10-30T00:00:00,0.0,Neutro,MLB-DIMMERS
Show.,5,MLB31746661,2025-11-06T00:00:00,0.0,Neutro,MLB-DIMMERS
"Produto excelente, adorei de vrd.",5,MLB31746661,2024-10-28T00:00:00,0.6249,Positivo,MLB-DIMMERS
Perfeito….,5,MLB31746661,2025-10-04T00:00:00,0.0,Neutro,MLB-DIMMERS
Deixa o ambiente charmoso.,5,MLB31746661,2025-11-15T00:00:00,0.0772,Positivo,MLB-DIMMERS
O produto é altamente elogiado por sua qualidade e desempenho. Os usuários expressam satisfação geral e intenção de realizar novas compras. A funcionalidade e eficiência são destacadas positivamente.,5,MLB31746661,2025-11-20T00:00:00,0.9286,Positivo,MLB-DIMMERS
"Produto muito bom. Só tem de ter cuidado com o espelho, pois é bem fino mas laterais e pode trincar ao tentar encaixar batendo. Vá com calma. No mais é bem bonito e prático.",5,MLB31746661,2025-01-11T00:00:00,0.9239,Positivo,MLB-DIMMERS
Ótimo produto com excelente custo benefício. Fácil de instalar e configurar. Configurei no tuya/alexa.,5,MLB35986262,2025-10-24T00:00:00,0.8591,Positivo,MLB-WALL_LIGHT_SWITCHES
Top demais muito bom produto.,5,MLB35986262,2025-10-25T00:00:00,0.4728,Positivo,MLB-WALL_LIGHT_SWITCHES
"O produto é elogiado pelo ótimo acabamento, fácil instalação e design moderno e elegante. A qualidade dos materiais e a confiabilidade da marca são destacadas, tornandoo uma escolha popular para automação residencial.",5,MLB35986262,2025-11-20T00:00:00,0.9403,Positivo,MLB-WALL_LIGHT_SWITCHES
"Excelente produto, configuração simples pelo app ekaza e o modelo deve ser instalado com neutro, ou seja, além da fase e retorno será preciso acrescentar o neutro no circuito. Importante: se possuir dispositivo dr em seu quadro elétrico não utilize o fio neutro da tomada, é necessário acrescentar o neutro para iluminação, caso contrário o dr irá identificar fulga de corrente e desarmar!.",5,MLB35986262,2024-04-17T00:00:00,0.5983,Positivo,MLB-WALL_LIGHT_SWITCHES
"Lindo, prático e funcional. Recomendo.",5,MLB36538021,2025-11-08T00:00:00,0.3612,Positivo,MLB-WALL_LIGHT_SWITCHES
"Excelente, exatamente o que precisava, gostei.",4,MLB36538021,2025-11-25T00:00:00,0.7845,Positivo,MLB-WALL_LIGHT_SWITCHES
Igual ao anúncio.,5,MLB36538021,2025-11-27T00:00:00,0.0,Neutro,MLB-WALL_LIGHT_SWITCHES
Muito bom!.,5,MLB36538021,2025-11-20T00:00:00,0.0,Neutro,MLB-WALL_LIGHT_SWITCHES
Recomendo demais!!.,5,MLB36538021,2025-11-23T00:00:00,0.4738,Positivo,MLB-WALL_LIGHT_SWITCHES
Muito bom!.,5,MLB36538021,2025-11-30T00:00:00,0.0,Neutro,MLB-WALL_LIGHT_SWITCHES
"O produto é elogiado por ser exatamente o que se esperava, destacandose pela praticidade e funcionalidade. Além disso, o design é considerado atraente.",5,MLB36538021,2025-11-20T00:00:00,0.6249,Positivo,MLB-WALL_LIGHT_SWITCHES
Produto funcionando perfeitamente conforme a descrição.,5,MLB36538021,2025-10-08T00:00:00,0.6369,Positivo,MLB-WALL_LIGHT_SWITCHES
Produto muito top.,5,MLB25527080,2025-10-25T00:00:00,0.0,Neutro,MLB-WALL_LIGHT_SWITCHES
Otimo.,5,MLB25527080,2025-10-28T00:00:00,0.3612,Positivo,MLB-WALL_LIGHT_SWITCHES
"Ótimo, consegui automatizar as lâmpadas de fora aqui da minha casa. Recomendo!.",5,MLB25527080,2025-10-28T00:00:00,0.4199,Positivo,MLB-WALL_LIGHT_SWITCHES
Produto de ótima qualidade.,5,MLB25527080,2025-11-02T00:00:00,0.0,Neutro,MLB-WALL_LIGHT_SWITCHES
Muito bom fácil de instalar.,5,MLB25527080,2025-11-10T00:00:00,0.6908,Positivo,MLB-WALL_LIGHT_SWITCHES
Excelente produto minha casa toda é da ekaza apartamento inteligente. Top demais.,5,MLB25527080,2025-11-27T00:00:00,0.7783,Positivo,MLB-WALL_LIGHT_SWITCHES
Entrando na modinha 😂😂.,5,MLB25527080,2025-11-27T00:00:00,0.0,Neutro,MLB-WALL_LIGHT_SWITCHES
"Sou instalador e já instalei vários e de varias marcas, achei a cor dos leds e a cor do material muito bom, deu o charme que precisava. Porem comparado a outras marcas o material interno de fixação é mais frágil, mas obviamente não muda nada no dia a dia.",5,MLB25527080,2025-06-20T00:00:00,-0.0129,Neutro,MLB-WALL_LIGHT_SWITCHES
Muito bom e fácil de instalar e não precisa de capacitor. Muito top!!!.,5,MLB25527080,2025-01-29T00:00:00,0.6571,Positivo,MLB-WALL_LIGHT_SWITCHES
Muito bom 👍.,5,MLB25527080,2025-02-22T00:00:00,0.4215,Positivo,MLB-WALL_LIGHT_SWITCHES
Ainda não teste mas e de qualidade.,5,MLB25527080,2025-11-11T00:00:00,-0.1531,Negativo,MLB-WALL_LIGHT_SWITCHES
"O interruptor é elogiado por seu design minimalista e sofisticado, além de ser fácil de instalar e integrar com assistentes virtuais como Alexa e Google Assistente. A funcionalidade de programar rotinas e controlar as luzes remotamente é destacada como um grande benefício. A superfície premium e a aparência elegante também são apreciadas, contribuindo para a valorização do ambiente.",5,MLB25527080,2025-11-20T00:00:00,0.9169,Positivo,MLB-WALL_LIGHT_SWITCHES
É bonito porém o modelo da mesma marca eknh t-107 são mais bonitos e elegantes e quando apagados não incomodam tanto pois a luz é azul e muito confortável aos olhos ao contrário desse que a luz é branca e um pouco forte a ponto de incomodar para se pegar no sono. Mas para quem não tem esse problema. É uma boa opção.,4,MLB25527080,2024-12-09T00:00:00,-0.34,Negativo,MLB-WALL_LIGHT_SWITCHES
Funcionou perfeitamente.,5,MLB32394737,2025-07-02T00:00:00,0.6369,Positivo,MLB-WALL_LIGHT_SWITCHES
O produto é muito bom! integração fácil e robusta com alexa e o toque é extremamente agradável.,5,MLB28981287,2025-10-07T00:00:00,0.9019,Positivo,MLB-WALL_LIGHT_SWITCHES
Top demais! bonito e funcional junto da alexa.,5,MLB28981287,2025-10-15T00:00:00,0.5838,Positivo,MLB-WALL_LIGHT_SWITCHES
"Achei o toutch muito fraco tem que apertar pra ligar, mais a conexão com a alexa é muito bom.",5,MLB28981287,2025-10-18T00:00:00,0.128,Positivo,MLB-WALL_LIGHT_SWITCHES
Exatamente o que eu queria.,5,MLB28981287,2025-10-20T00:00:00,0.0,Neutro,MLB-WALL_LIGHT_SWITCHES
Muito prático e inteligente.,5,MLB28981287,2025-10-31T00:00:00,0.4019,Positivo,MLB-WALL_LIGHT_SWITCHES
Ótimo e fácil instalação.,5,MLB28981287,2025-11-01T00:00:00,0.6597,Positivo,MLB-WALL_LIGHT_SWITCHES
Ótimo muito.,5,MLB28981287,2025-11-02T00:00:00,0.3612,Positivo,MLB-WALL_LIGHT_SWITCHES
"Ja tenho um triplo em casa e agora esses serão para outro ambiente. Fácil configuração, parear com a alexa tbm é fácil, assim como q criação de rotinas. (lâmpadas acendem e apagam na hora desejada). Logando com o google é possível compartilhar os dispositivos para serem controlados pelo celular de várias pessoas.",5,MLB28981287,2025-11-06T00:00:00,0.8481,Positivo,MLB-WALL_LIGHT_SWITCHES
"O interruptor é elogiado por sua integração fácil e robusta com assistentes de voz como Alexa, além de ser funcional e esteticamente agradável. A instalação é simples e o produto atende bem às necessidades de quem busca uma casa inteligente.",5,MLB28981287,2025-11-20T00:00:00,0.9001,Positivo,MLB-WALL_LIGHT_SWITCHES
Produto excelente! pode ser programado e ligado a distância.,5,MLB28981287,2024-01-09T00:00:00,0.6588,Positivo,MLB-WALL_LIGHT_SWITCHES
Seguro.,4,MLB41302832,2024-12-05T00:00:00,0.4404,Positivo,MLB-WALL_LIGHT_SWITCHES
Muito bom. Cumpre o que se propõe e você pode escolher como as luzes leds de fundo funcionarão.,5,MLB41302832,2024-12-18T00:00:00,0.7096,Positivo,MLB-WALL_LIGHT_SWITCHES
"Ótimo produto, já comprei vários da steck, vale a pena.",5,MLB41302832,2025-10-08T00:00:00,0.0772,Positivo,MLB-WALL_LIGHT_SWITCHES
Produtos excelentes.,5,MLB34853793,2025-10-23T00:00:00,0.0,Neutro,MLB-WALL_LIGHT_SWITCHES
"Lindo , super recomendo.",5,MLB34853793,2025-10-25T00:00:00,0.7506,Positivo,MLB-WALL_LIGHT_SWITCHES
Excelente. Vou comprar mais.,5,MLB34853793,2025-11-03T00:00:00,0.6249,Positivo,MLB-WALL_LIGHT_SWITCHES
Ótimo produto. Funcionou perfeitamente.,5,MLB34853793,2024-06-18T00:00:00,0.7717,Positivo,MLB-WALL_LIGHT_SWITCHES
Produto incrível essa tomada é muito boa e fácil de instalar pra quem sabe.,5,MLB34853793,2025-08-30T00:00:00,0.7003,Positivo,MLB-WALL_LIGHT_SWITCHES
Ótima qualidade.,5,MLB34853793,2025-09-19T00:00:00,0.0,Neutro,MLB-WALL_LIGHT_SWITCHES
