id,date_created,catalog_product_id,domain_id,name,main_features,quality_type,priority,type,keywords,description
MLB55561245,2025-09-10T18:34:34Z,MLB55561245,MLB-NOTEBOOKS,Positivo Master N8440 Core I7-1265u 14 Full Hd Ssd256gb 16gb Cinza-escuro,[],COMPLETE,MEDIUM,PRODUCT,Positivo Master N8440 Core I7-1265u 14 Full Hd Ssd256gb 16gb Cinza-escuro,
MLB28488916,2023-11-28T02:34:21Z,MLB28488916,MLB-NOTEBOOKS,Notebook Positivo Vision C14 Lumina Bar 4gb 128gb 14 Hd W11 Cor Cinza,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Vision C14 Lumina Bar 4gb 128gb 14 Hd W11 Cor Cinza,
MLB24254462,2023-07-05T22:07:32Z,MLB24254462,MLB-NOTEBOOKS,"Notebook Positivo Motion Q464c-o Intel Atom Quad Core Linux 14,1'' Cor Vermelho",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Motion Q464c-o Intel Atom Quad Core Linux 14,1'' Cor Vermelho",
MLB22379887,2023-03-27T21:30:40Z,MLB22379887,MLB-NOTEBOOKS,"Notebook Positivo C464g-14 Celeron 4gb 64gb Ssd 14,1'' W11 Cor Existential gray",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo C464g-14 Celeron 4gb 64gb Ssd 14,1'' W11 Cor Existential gray",
MLB16267563,2020-11-19T21:23:38Z,MLB16267563,MLB-NOTEBOOKS,Notebook 2 Em 1 Positivo Duo C464c Celeron 4gb 64gb Hd Cor Cinza,[],COMPLETE,MEDIUM,PRODUCT,Notebook 2 Em 1 Positivo Duo C464c Celeron 4gb 64gb Hd Cor Cinza,
MLB35842135,2024-04-16T21:43:16Z,MLB35842135,MLB-NOTEBOOKS,"Notebook Positivo N1110 Tela Led 11,6 4gb Ssd 128gb W11 Pro Cor Cinza-escuro",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo N1110 Tela Led 11,6 4gb Ssd 128gb W11 Pro Cor Cinza-escuro",
MLB15915856,2020-07-18T16:39:52Z,MLB15915856,MLB-NOTEBOOKS,Notebook Positivo Motion Plus Q464b Tela 14 4gb Ram 64gb Hd Cor CINZA AZULADO,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Motion Plus Q464b Tela 14 4gb Ram 64gb Hd Cor CINZA AZULADO,
MLB22242787,2023-03-11T22:41:01Z,MLB22242787,MLB-NOTEBOOKS,Notebook Positivo Master 14 Fhd I5-1155g7 Ssd 256gb 8gb Shell Efi Cinza Escuro,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Master 14 Fhd I5-1155g7 Ssd 256gb 8gb Shell Efi Cinza Escuro,
MLB32460703,2024-02-09T01:36:39Z,MLB32460703,MLB-NOTEBOOKS,Notebook Positivo Master 2140 Core I5 8250u Ssd 240 8gb Windows 10 Cor Cinza,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Master 2140 Core I5 8250u Ssd 240 8gb Windows 10 Cor Cinza,
MLB48946062,2025-04-30T03:21:06Z,MLB48946062,MLB-NOTEBOOKS,Notebook Positivo Master N4340 I5 10° Th 16gb Ssd M.2 240gb Cor Preto,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Master N4340 I5 10° Th 16gb Ssd M.2 240gb Cor Preto,
MLB24506670,2023-07-11T22:06:35Z,MLB24506670,MLB-NOTEBOOKS,Notebook Positivo Motion C41tdi Intel® Celeron Dual Core 14 Hd Linux Cinza Escuro,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Motion C41tdi Intel® Celeron Dual Core 14 Hd Linux Cinza Escuro,
MLB50900232,2025-06-04T14:04:36Z,MLB50900232,MLB-NOTEBOOKS,Notebook Positivo Vision C15 Lumina Bar Celeron 8gb 128gb Emmc 15 Hd Linux - Cinza,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Vision C15 Lumina Bar Celeron 8gb 128gb Emmc 15 Hd Linux - Cinza,
MLB24365775,2023-07-07T17:47:59Z,MLB24365775,MLB-NOTEBOOKS,Notebook Positivo 2 Em 1 Tablet Tela 11.6' Emmc 128 Gb N1112 Cor Preto,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo 2 Em 1 Tablet Tela 11.6' Emmc 128 Gb N1112 Cor Preto,
MLB24506669,2023-07-11T22:06:35Z,MLB24506669,MLB-NOTEBOOKS,"Notebook Positivo Motion Gold Q464c Intel® Atom® Quad Core Linux 14,1'' - Dourado",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Motion Gold Q464c Intel® Atom® Quad Core Linux 14,1'' - Dourado",
MLB28366052,2023-11-24T14:28:16Z,MLB28366052,MLB-NOTEBOOKS,"Notebook Positivo Master N1240 Cinza-escuro 14"" disco HDD Intel N4000 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Master N1240 Cinza-escuro 14"" disco HDD Intel N4000 4GB de Ram",
MLB36880170,2024-05-14T00:02:24Z,MLB36880170,MLB-NOTEBOOKS,Notebook Positivo Master N1250 Pentium N5030 W10 Pro 4gb Hd Ssd 128 Cor Cinza,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Master N1250 Pentium N5030 W10 Pro 4gb Hd Ssd 128 Cor Cinza,
MLB52371967,2025-07-15T18:48:38Z,MLB52371967,MLB-NOTEBOOKS,Notebook 2 Em 1 Positivo Duo C4128a Intel® Celeron® Dual Core Linux - Cinza,[],COMPLETE,MEDIUM,PRODUCT,Notebook 2 Em 1 Positivo Duo C4128a Intel® Celeron® Dual Core Linux - Cinza,
MLB26683109,2023-08-30T15:08:26Z,MLB26683109,MLB-NOTEBOOKS,Notebook Positivo Master N1250 Cinza 1366 px x 768 px Intel N5030 4GB de Ram,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Master N1250 Cinza 1366 px x 768 px Intel N5030 4GB de Ram,
MLB16173812,2020-10-16T17:21:55Z,MLB16173812,MLB-NOTEBOOKS,"Notebook Positivo Motion I341TB Cinza 14"" 1366 px x 768 px Intel 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Motion I341TB Cinza 14"" 1366 px x 768 px Intel 4GB de Ram",
MLB24264808,2023-07-06T13:07:04Z,MLB24264808,MLB-NOTEBOOKS,Notebook Positivo Motion Gray C41tgi-15 Intel® Celeron® Dual Core Linux 15.6 - Cinza,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Motion Gray C41tgi-15 Intel® Celeron® Dual Core Linux 15.6 - Cinza,
MLB22485486,2023-04-04T22:27:19Z,MLB22485486,MLB-NOTEBOOKS,Notebook Positivo Motion C4120f Intel® Celeron® Windows 11 Home Vermelho Inclui Microsoft 365,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Motion C4120f Intel® Celeron® Windows 11 Home Vermelho Inclui Microsoft 365,
MLB58475665,2025-09-30T14:44:34Z,MLB58475665,MLB-NOTEBOOKS,Notebook Positivo Motion Gray C412f Cinza 14 1280 X 720 Intel N4020 4gb De Ram,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Motion Gray C412f Cinza 14 1280 X 720 Intel N4020 4gb De Ram,
MLB17386661,2021-02-19T18:43:07Z,MLB17386661,MLB-NOTEBOOKS,"Notebook Positivo BGH AT550 Cinza 14"" 1366 px x 768 px Intel N3350 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo BGH AT550 Cinza 14"" 1366 px x 768 px Intel N3350 4GB de Ram",
MLB18916233,2022-01-31T16:26:12Z,MLB18916233,MLB-NOTEBOOKS,"Notebook Positivo Motion C4500Di Cinza-escuro 14"" 1366 px x 768 px Intel 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Motion C4500Di Cinza-escuro 14"" 1366 px x 768 px Intel 4GB de Ram",
MLB24597475,2023-07-17T17:27:47Z,MLB24597475,MLB-NOTEBOOKS,"Notebook Positivo BGH Motion C41TB Vermelho 14"" 1366 px x 768 px Intel 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo BGH Motion C41TB Vermelho 14"" 1366 px x 768 px Intel 4GB de Ram",
MLB18922044,2022-02-03T21:03:48Z,MLB18922044,MLB-NOTEBOOKS,"Notebook Positivo Motion Q4128B Deep blue 14"" 1366 px x 768 px Intel 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Motion Q4128B Deep blue 14"" 1366 px x 768 px Intel 4GB de Ram",
MLB15558149,2020-03-26T18:24:38Z,MLB15558149,MLB-NOTEBOOKS,"Notebook Positivo Stilo XC3620 Cinza 14"" 1366 px x 768 px Intel N3010 2GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Stilo XC3620 Cinza 14"" 1366 px x 768 px Intel N3010 2GB de Ram",
MLB46219389,2025-02-20T13:37:38Z,MLB46219389,MLB-NOTEBOOKS,"Notebook Positivo Vision Intel Core i3 8gb RAM 256gb Ssd Tela 15.6"" Full Hd Linux - Preto",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Vision Intel Core i3 8gb RAM 256gb Ssd Tela 15.6"" Full Hd Linux - Preto",
MLB19476710,2022-07-27T18:23:30Z,MLB19476710,MLB-NOTEBOOKS,"Notebook Positivo Motion C4500AI Prata 14"" 1366 px x 768 px Intel N4000 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Motion C4500AI Prata 14"" 1366 px x 768 px Intel N4000 4GB de Ram",
MLB15576565,2020-04-07T15:10:37Z,MLB15576565,MLB-NOTEBOOKS,"Notebook Positivo Master N3240 Cinza 14"" 1366 px x 768 px Intel 8130U 8GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Master N3240 Cinza 14"" 1366 px x 768 px Intel 8130U 8GB de Ram",
MLB15256617,2019-11-29T14:22:05Z,MLB15256617,MLB-NOTEBOOKS,"Notebook Positivo BGH B1714F Preto 14"" 1366 px x 768 px Intel 6500U 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo BGH B1714F Preto 14"" 1366 px x 768 px Intel 6500U 4GB de Ram",
MLB27216677,2023-09-22T17:55:08Z,MLB27216677,MLB-NOTEBOOKS,"Notebook Positivo Master N40i Preto 14"" 1366 px x 768 px Intel N3710 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Master N40i Preto 14"" 1366 px x 768 px Intel N3710 4GB de Ram",
MLB21778851,2023-02-17T20:03:46Z,MLB21778851,MLB-NOTEBOOKS,Notebook Positivo Bgh A1650i 14 8GB HDD 1TB Core I5 1366x768 Win 10 Home Cor preto,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Bgh A1650i 14 8GB HDD 1TB Core I5 1366x768 Win 10 Home Cor preto,
MLB19470254,2022-07-22T13:57:14Z,MLB19470254,MLB-NOTEBOOKS,"Notebook Positivo Motion C4500E Cinza 14.1"" 1366 px x 768 px Intel N3350 5GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Motion C4500E Cinza 14.1"" 1366 px x 768 px Intel N3350 5GB de Ram",
MLB19470263,2022-07-22T14:06:01Z,MLB19470263,MLB-NOTEBOOKS,"Notebook Positivo BGH A1025 Preto 14"" 1366 px x 768 px Intel N3050 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo BGH A1025 Preto 14"" 1366 px x 768 px Intel N3050 4GB de Ram",
MLB29755614,2024-01-19T19:19:21Z,MLB29755614,MLB-NOTEBOOKS,Notebook Positivo Vision I15 Intel Core I3 Linux 16gb 256gb Ssd Lumina Bar 15.6 Fullhd - Cinza,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Vision I15 Intel Core I3 Linux 16gb 256gb Ssd Lumina Bar 15.6 Fullhd - Cinza,
MLB15248249,2019-11-22T20:10:52Z,MLB15248249,MLB-NOTEBOOKS,"Notebook Positivo Motion C4500A Prata 14"" 1366 px x 768 px Intel N4000 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Motion C4500A Prata 14"" 1366 px x 768 px Intel N4000 4GB de Ram",
MLB19540407,2022-08-19T13:03:31Z,MLB19540407,MLB-NOTEBOOKS,"Notebook Positivo Motion Q232AP Cinza 14"" 1366 px x 768 px Intel Z8350 2GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Motion Q232AP Cinza 14"" 1366 px x 768 px Intel Z8350 2GB de Ram",
MLB19479399,2022-07-28T17:50:42Z,MLB19479399,MLB-NOTEBOOKS,"Notebook Positivo BGH AT300I Cinza 14"" 1366 px x 768 px Intel Z8350 2GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo BGH AT300I Cinza 14"" 1366 px x 768 px Intel Z8350 2GB de Ram",
MLB19470259,2022-07-22T14:03:18Z,MLB19470259,MLB-NOTEBOOKS,"Notebook Positivo Motion I341TBI Cinza-escuro 14"" 1366 px x 768 px Intel 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Motion I341TBI Cinza-escuro 14"" 1366 px x 768 px Intel 4GB de Ram",
MLB21076665,2023-01-09T15:36:37Z,MLB21076665,MLB-NOTEBOOKS,"Notebook Positivo Master N1140 Prata 14"" 1366 px x 768 px Intel N3350 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Master N1140 Prata 14"" 1366 px x 768 px Intel N3350 4GB de Ram",
MLB28146322,2023-11-17T17:26:11Z,MLB28146322,MLB-NOTEBOOKS,"Notebook Positivo Master N4340 Preto 14"" 1920 px x 1080 px Intel 10110U 8GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Master N4340 Preto 14"" 1920 px x 1080 px Intel 10110U 8GB de Ram",
MLB35508341,2024-04-09T18:53:20Z,MLB35508341,MLB-NOTEBOOKS,"Notebook Positivo Motion Red Q4128ci-1 Intel Atom Quad Core Linux 4gb 128gb Emmc 14,1'' - Vermelho",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Motion Red Q4128ci-1 Intel Atom Quad Core Linux 4gb 128gb Emmc 14,1'' - Vermelho",
MLB37706370,2024-06-13T17:35:15Z,MLB37706370,MLB-NOTEBOOKS,"Notebook Positivo Motion Q4128ci Intel Atom Z8350 Linux 4gb Ram 128gb Emmc 14,1 Led Hd Vermelho",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Motion Q4128ci Intel Atom Z8350 Linux 4gb Ram 128gb Emmc 14,1 Led Hd Vermelho",
MLB19512284,2022-08-05T19:31:15Z,MLB19512284,MLB-NOTEBOOKS,"Notebook Positivo Master N1240 Cinza-escuro 14"" 1366 px x 768 px Intel N4000 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Master N1240 Cinza-escuro 14"" 1366 px x 768 px Intel N4000 4GB de Ram",
MLB15563179,2020-03-30T19:01:31Z,MLB15563179,MLB-NOTEBOOKS,"Notebook Positivo Stilo XCI7660 Cinza-escuro 14"" 1366 px x 768 px Intel 6006U 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Stilo XCI7660 Cinza-escuro 14"" 1366 px x 768 px Intel 6006U 4GB de Ram",
MLB18384143,2021-08-20T18:27:45Z,MLB18384143,MLB-NOTEBOOKS,"Notebook Positivo Motion C4128E Spicy red 14.1"" 1366 px x 768 px Intel N3350 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Motion C4128E Spicy red 14.1"" 1366 px x 768 px Intel N3350 4GB de Ram",
MLB23207490,2023-05-11T14:17:59Z,MLB23207490,MLB-NOTEBOOKS,"Notebook Positivo BGH AT560N Dark gray 14"" 1366 px x 768 px Intel N4000 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo BGH AT560N Dark gray 14"" 1366 px x 768 px Intel N4000 4GB de Ram",
MLB19512285,2022-08-05T19:31:15Z,MLB19512285,MLB-NOTEBOOKS,"Notebook Positivo Master N1240 Cinza-escuro 14"" 1366 px x 768 px Intel N4000 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Master N1240 Cinza-escuro 14"" 1366 px x 768 px Intel N4000 4GB de Ram",
MLB43251409,2024-11-15T05:12:03Z,MLB43251409,MLB-NOTEBOOKS,Notebook Master Positivo 14 1tb Hd 4gb De Ram - 0gb Ssd - 500gb Hdd - Intel Celeron Dual Core,[],COMPLETE,MEDIUM,PRODUCT,Notebook Master Positivo 14 1tb Hd 4gb De Ram - 0gb Ssd - 500gb Hdd - Intel Celeron Dual Core,
MLB19512286,2022-08-05T19:31:15Z,MLB19512286,MLB-NOTEBOOKS,"Notebook Positivo Master N1240 Cinza-escuro 14"" 1366 px x 768 px Intel N4000 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Master N1240 Cinza-escuro 14"" 1366 px x 768 px Intel N4000 4GB de Ram",
MLB16094736,2020-09-16T19:20:44Z,MLB16094736,MLB-NOTEBOOKS,Notebook Positivo Motion Q232B azul 14 Intel Atom 2GB de RAM 32GB HDD 1366x768px Windows 10 Home,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Motion Q232B azul 14 Intel Atom 2GB de RAM 32GB HDD 1366x768px Windows 10 Home,
MLB19476236,2022-07-27T17:53:15Z,MLB19476236,MLB-NOTEBOOKS,"Notebook Positivo Stilo Colors XC3634 Vermelho 14"" 1366 px x 768 px Intel N3010 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Stilo Colors XC3634 Vermelho 14"" 1366 px x 768 px Intel N3010 4GB de Ram",
MLB24506668,2023-07-11T22:06:35Z,MLB24506668,MLB-NOTEBOOKS,"Notebook Positivo Duo 2 em 1 Intel Celeron C4128B-3 4GB 128GB 11,6"" IPS HD Windows 11",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Duo 2 em 1 Intel Celeron C4128B-3 4GB 128GB 11,6"" IPS HD Windows 11",
MLB28083229,2023-11-11T17:04:51Z,MLB28083229,MLB-NOTEBOOKS,Notebook Positivo Vision C14 Intel® Celeron® Linux 4GB 128GB eMMC 14” HD Lumina BAR – Cinza,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Vision C14 Intel® Celeron® Linux 4GB 128GB eMMC 14” HD Lumina BAR – Cinza,
MLB19487068,2022-08-01T15:03:57Z,MLB19487068,MLB-NOTEBOOKS,"Notebook Positivo Motion I541TAI Cobalt gray 14"" 1366 px x 768 px Intel 8250U 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Motion I541TAI Cobalt gray 14"" 1366 px x 768 px Intel 8250U 4GB de Ram",
MLB15562622,2020-03-30T16:00:38Z,MLB15562622,MLB-NOTEBOOKS,"Notebook Positivo Master N30I Cinza-chumbo 14"" 1366 px x 768 px Intel N2806 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Master N30I Cinza-chumbo 14"" 1366 px x 768 px Intel N2806 4GB de Ram",
MLB19465694,2022-07-19T21:09:34Z,MLB19465694,MLB-NOTEBOOKS,"Notebook Positivo Motion 4128A-15 Prata 15.6"" 1366 px x 768 px Intel 6006U 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Motion 4128A-15 Prata 15.6"" 1366 px x 768 px Intel 6006U 4GB de Ram",
MLB16267561,2020-11-19T21:23:37Z,MLB16267561,MLB-NOTEBOOKS,"Notebook Positivo Master N1240 Cinza-escuro 14"" 1366 px x 768 px Intel N4000 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Master N1240 Cinza-escuro 14"" 1366 px x 768 px Intel N4000 4GB de Ram",
MLB47773931,2025-04-07T20:46:58Z,MLB47773931,MLB-NOTEBOOKS,Notebook 2 Em 1 Positivo Duo C4128bp-1 11.6 Cinza 4gb De Ram - 128gb Ssd - Intel Celeron,[],COMPLETE,MEDIUM,PRODUCT,Notebook 2 Em 1 Positivo Duo C4128bp-1 11.6 Cinza 4gb De Ram - 128gb Ssd - Intel Celeron,
MLB37214684,2024-05-27T17:55:22Z,MLB37214684,MLB-NOTEBOOKS,"Notebook Positivo Vision R15 Lumina Bar Amd Ryzen 5 16gb 512gb, Tela 15 Full Hd Antirreflexo, Linux - Preto",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Vision R15 Lumina Bar Amd Ryzen 5 16gb 512gb, Tela 15 Full Hd Antirreflexo, Linux - Preto",
MLB37911081,2024-06-27T20:49:13Z,MLB37911081,MLB-NOTEBOOKS,"Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 8gb 256gb, Tela 15 Full Hd Antirreflexo, Linux - Preto",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 8gb 256gb, Tela 15 Full Hd Antirreflexo, Linux - Preto",
MLB47266569,2025-03-19T19:14:57Z,MLB47266569,MLB-NOTEBOOKS,Notebook Positivo Master Intel® Core 5-1135g7 Shell Efi 8gb Ram 512gb Ssd 14 Full Hd - Preto,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Master Intel® Core 5-1135g7 Shell Efi 8gb Ram 512gb Ssd 14 Full Hd - Preto,
MLB37039056,2024-05-22T15:34:14Z,MLB37039056,MLB-NOTEBOOKS,"Notebook Positivo Vision C15M Minitela Celeron, 8GB 128GB eMMC, Tela 15.6"" HD Antirreflexo, Windows 11, Tecla Link, Cinza",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Vision C15M Minitela Celeron, 8GB 128GB eMMC, Tela 15.6"" HD Antirreflexo, Windows 11, Tecla Link, Cinza",
MLB21459171,2023-01-30T21:41:09Z,MLB21459171,MLB-NOTEBOOKS,"Notebook Positivo Motion Q4128ci Existential gray 14.1"" 1366 px x 768 px Intel X5-Z8350 4GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Motion Q4128ci Existential gray 14.1"" 1366 px x 768 px Intel X5-Z8350 4GB de Ram",
MLB25573828,2023-08-01T10:14:32Z,MLB25573828,MLB-NOTEBOOKS,"Notebook 2 em 1 Positivo Flash Notebook 11.6"" cinza 4GB de Ram - 64GB SSD - 4GB HDD - Intel Celeron",[],COMPLETE,MEDIUM,PRODUCT,"Notebook 2 em 1 Positivo Flash Notebook 11.6"" cinza 4GB de Ram - 64GB SSD - 4GB HDD - Intel Celeron",
MLB37472344,2024-06-04T18:01:26Z,MLB37472344,MLB-NOTEBOOKS,"Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 5 16gb 256gb, Tela 15,6 Full Hd Antirreflexo, Linux - Preto",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 5 16gb 256gb, Tela 15,6 Full Hd Antirreflexo, Linux - Preto",
MLB19373147,2022-06-30T18:14:59Z,MLB19373147,MLB-NOTEBOOKS,"Notebook Positivo Stilo One XC3550 Cinza-escuro 14"" 1366 px x 768 px Intel Z8300 2GB de Ram",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Stilo One XC3550 Cinza-escuro 14"" 1366 px x 768 px Intel Z8300 2GB de Ram",
MLB28706615,2023-12-06T19:37:57Z,MLB28706615,MLB-NOTEBOOKS,Notebook Positivo Vision I15 Intel® Core® I3 Windows 11 Home 8gb 256gb Ssd Lumina Bar - Cinza,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Vision I15 Intel® Core® I3 Windows 11 Home 8gb 256gb Ssd Lumina Bar - Cinza,
MLB23448057,2023-05-25T22:06:48Z,MLB23448057,MLB-NOTEBOOKS,Notebook Positivo Motion Gray 14'' Hd Intel Celeron N4020 120gb Ssd 4gb Win 11 Home Cinza C4120f-s,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Motion Gray 14'' Hd Intel Celeron N4020 120gb Ssd 4gb Win 11 Home Cinza C4120f-s,
MLB28146328,2023-11-17T17:26:15Z,MLB28146328,MLB-NOTEBOOKS,Notebook Positivo Vision C14 Cinza 1366 px x 768 px disco SSD 240 GB Intel 8GB de Ram,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Vision C14 Cinza 1366 px x 768 px disco SSD 240 GB Intel 8GB de Ram,
MLB29348506,2023-12-28T13:21:12Z,MLB29348506,MLB-NOTEBOOKS,Positivo BGH A1650i Laptop Preto Intel Core i5 8GB RAM 240GB SSD Intel HD Graphics 1366x768px Windows 10 Home,[],COMPLETE,MEDIUM,PRODUCT,Positivo BGH A1650i Laptop Preto Intel Core i5 8GB RAM 240GB SSD Intel HD Graphics 1366x768px Windows 10 Home,
MLB19379210,2022-07-01T19:36:36Z,MLB19379210,MLB-NOTEBOOKS,"Positivo BGH AT AT300N Notebook Silver 14"" Intel Atom Z8350 2GB de RAM 32GB SSD 1366x768px Windows 10 Home",[],COMPLETE,MEDIUM,PRODUCT,"Positivo BGH AT AT300N Notebook Silver 14"" Intel Atom Z8350 2GB de RAM 32GB SSD 1366x768px Windows 10 Home",
MLB37293778,2024-05-29T18:22:44Z,MLB37293778,MLB-NOTEBOOKS,"Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 5 8gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 5 8gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto",
MLB30407093,2024-01-26T20:34:08Z,MLB30407093,MLB-NOTEBOOKS,Notebook Positivo Master N2240 Intel Core i3-1115G4 Shell EFI 4GB RAM 256GB SSD 14'' Full HD Cinza Escuro,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Master N2240 Intel Core i3-1115G4 Shell EFI 4GB RAM 256GB SSD 14'' Full HD Cinza Escuro,
MLB38031777,2024-07-05T20:03:49Z,MLB38031777,MLB-NOTEBOOKS,Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza,[],COMPLETE,MEDIUM,PRODUCT,Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza,
MLB29760552,2024-01-22T12:49:17Z,MLB29760552,MLB-NOTEBOOKS,"Notebook Positivo Vision i15 Core i5 11th, 16GB 512GB SSD, Lumina Bar, Tela 15"" Full HD Antirreflexo, Linux - Cinza",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Vision i15 Core i5 11th, 16GB 512GB SSD, Lumina Bar, Tela 15"" Full HD Antirreflexo, Linux - Cinza",
MLB43198237,2024-11-14T17:53:25Z,MLB43198237,MLB-NOTEBOOKS,"Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza",
MLB38428983,2024-07-18T15:21:37Z,MLB38428983,MLB-NOTEBOOKS,"Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 8gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto",[],COMPLETE,MEDIUM,PRODUCT,"Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 7 8gb 512gb, Tela 15 Polegadas Full Hd Antirreflexo, Linux - Preto",
